title,original_title,budget,revenue,profit,success,belongs_to_collection,count_language,runtime,genre,genre_encode,genres,release_date,director,actors
Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,115000000,924317558.0,809317558.0,1,1,1,136.0,Adventure,1,"Adventure,Action,Science Fiction",1999-05-19,George Lucas,Liam Neeson
Superman,Superman,55000000,300218018.0,245218018.0,1,1,1,143.0,Action,0,"Action,Adventure,Fantasy,Science Fiction",1978-12-13,Richard Donner,Christopher Reeve
Superman II,Superman II,54000000,190458706.0,136458706.0,1,1,1,127.0,Action,0,"Action,Adventure,Fantasy,Science Fiction",1980-12-04,Richard Lester,Gene Hackman
Superman III,Superman III,39000000,75850624.0,36850624.0,1,1,4,125.0,Comedy,3,"Comedy,Action,Adventure,Fantasy,Science Fiction",1983-06-17,Richard Lester,Christopher Reeve
Superman IV: The Quest for Peace,Superman IV: The Quest for Peace,17000000,19300000.0,2300000.0,1,1,5,90.0,Action,0,"Action,Adventure,Science Fiction",1987-07-23,Sidney J. Furie,Christopher Reeve
Dracula,Dracula,355000,1012189.0,657189.0,1,1,3,72.0,Horror,11,Horror,1931-02-12,Tod Browning,Bela Lugosi
Frankenstein,Frankenstein,291000,12000000.0,11709000.0,1,1,1,71.0,Drama,6,"Drama,Horror,Science Fiction",1931-11-21,James Whale,Colin Clive
The Rocky Horror Picture Show,The Rocky Horror Picture Show,1200000,112892319.0,111692319.0,1,1,1,100.0,Comedy,3,"Comedy,Horror,Music,Science Fiction",1975-08-14,Jim Sharman,Tim Curry
It Came from Hollywood,It Came from Hollywood,5000000,2091037.0,-2908963.0,0,0,1,80.0,Comedy,3,"Comedy,Documentary",1982-12-10,Andrew Solt,Dan Aykroyd
The War of the Worlds,The War of the Worlds,2000000,2000000.0,0.0,0,0,3,85.0,Horror,11,"Horror,Science Fiction,Thriller",1953-08-13,Byron Haskin,Gene Barry
Notting Hill,Notting Hill,42000000,363889678.0,321889678.0,1,0,2,124.0,Romance,14,"Romance,Comedy,Drama",1999-05-13,Roger Michell,Julia Roberts
The Thirteenth Floor,The Thirteenth Floor,16000000,18564088.0,2564088.0,1,0,1,100.0,Thriller,17,"Thriller,Science Fiction,Mystery",1999-04-16,Josef Rusnak,Craig Bierko
Limbo,Limbo,8000000,1997807.0,-6002193.0,0,0,1,126.0,Adventure,1,"Adventure,Drama,Thriller",1999-06-04,John Sayles,Mary Elizabeth Mastrantonio
Austin Powers: The Spy Who Shagged Me,Austin Powers: The Spy Who Shagged Me,33000000,310940086.0,277940086.0,1,1,2,95.0,Adventure,1,"Adventure,Comedy,Crime,Science Fiction",1999-06-08,Jay Roach,Mike Myers
The Red Violin,The Red Violin,18000000,9495408.0,-8504592.0,0,0,6,131.0,Drama,6,"Drama,Thriller,Mystery,Music,Romance",1998-09-10,François Girard,Carlo Cecchi
Tarzan,Tarzan,150000000,448000000.0,298000000.0,1,1,1,88.0,Adventure,1,"Adventure,Animation,Drama,Family",1999-06-18,Kevin Lima,Tony Goldwyn
The General's Daughter,The General's Daughter,60000000,149705852.0,89705852.0,1,0,1,116.0,Crime,4,"Crime,Drama,Mystery,Thriller",1999-06-18,Simon West,John Travolta
An Ideal Husband,An Ideal Husband,14000000,18535191.0,4535191.0,1,0,1,97.0,Drama,6,"Drama,Comedy,Romance",1999-04-15,Oliver Parker,Cate Blanchett
Run Lola Run,Lola rennt,1530000,7267585.0,5737585.0,1,0,3,81.0,Action,0,"Action,Drama,Thriller",1998-08-20,Tom Tykwer,Franka Potente
Big Daddy,Big Daddy,34200000,234801895.0,200601895.0,1,0,2,93.0,Comedy,3,"Comedy,Drama",1999-06-25,Dennis Dugan,Adam Sandler
The Dinner Game,Le Dîner de cons,12500000,78599508.0,66099508.0,1,0,1,80.0,Comedy,3,Comedy,1998-04-15,Francis Veber,Thierry Lhermitte
Arachnophobia,Arachnophobia,31000000,53208180.0,22208180.0,1,0,2,103.0,Comedy,3,"Comedy,Horror",1990-08-09,Frank Marshall,Jeff Daniels
Wild Wild West,Wild Wild West,170000000,222104681.0,52104681.0,1,0,1,106.0,Action,0,"Action,Adventure,Comedy,Science Fiction,Western",1999-06-29,Barry Sonnenfeld,Will Smith
American Pie,American Pie,11000000,235483004.0,224483004.0,1,1,1,95.0,Comedy,3,"Comedy,Romance",1999-07-09,Chris Weitz,Jason Biggs
Muppets from Space,Muppets from Space,24000000,16290976.0,-7709024.0,0,1,1,87.0,Fantasy,8,"Fantasy,Comedy,Science Fiction,Family",1999-07-14,Tim Hill,Steve Whitmire
The Blair Witch Project,The Blair Witch Project,60000,248000000.0,247940000.0,1,1,1,81.0,Horror,11,"Horror,Mystery",1999-07-14,Daniel Myrick,Michael C. Williams
Eyes Wide Shut,Eyes Wide Shut,65000000,162091208.0,97091208.0,1,0,1,159.0,Mystery,13,"Mystery,Drama",1999-07-14,Stanley Kubrick,Tom Cruise
Lake Placid,Lake Placid,27000000,56870414.0,29870414.0,1,1,1,82.0,Horror,11,"Horror,Comedy,Action,Science Fiction,Thriller",1999-07-15,Steve Miner,Bill Pullman
The Wood,The Wood,6000000,25059640.0,19059640.0,1,0,1,106.0,Comedy,3,"Comedy,Drama,Romance",1999-07-16,Rick Famuyiwa,Omar Epps
Ghostbusters,Ghostbusters,30000000,295212467.0,265212467.0,1,1,1,107.0,Comedy,3,"Comedy,Fantasy",1984-06-07,Ivan Reitman,Bill Murray
Ghostbusters II,Ghostbusters II,37000000,215394738.0,178394738.0,1,1,1,108.0,Comedy,3,"Comedy,Fantasy",1989-06-15,Ivan Reitman,Bill Murray
Drop Dead Gorgeous,Drop Dead Gorgeous,10000000,10571408.0,571408.0,1,0,1,98.0,Comedy,3,Comedy,1999-07-23,Michael Patrick Jann,Kirsten Dunst
The Haunting,The Haunting,80000000,91188905.0,11188905.0,1,0,1,113.0,Horror,11,"Horror,Thriller,Fantasy,Mystery",1999-07-23,Jan de Bont,Liam Neeson
Trick,Trick,450000,2049595.0,1599595.0,1,0,1,89.0,Comedy,3,"Comedy,Romance",1999-07-23,Jim Fall,Tori Spelling
Deep Blue Sea,Deep Blue Sea,60000000,73648228.0,13648228.0,1,0,1,105.0,Action,0,"Action,Science Fiction,Thriller",1999-07-28,Renny Harlin,Thomas Jane
Mystery Men,Mystery Men,68000000,29762011.0,-38237989.0,0,0,1,121.0,Adventure,1,"Adventure,Fantasy,Action,Comedy,Science Fiction",1999-08-06,Kinka Usher,Ben Stiller
Runaway Bride,Runaway Bride,70000000,309457509.0,239457509.0,1,0,1,116.0,Comedy,3,"Comedy,Romance",1999-07-30,Garry Marshall,Julia Roberts
Spartacus,Spartacus,12000000,60000000.0,48000000.0,1,0,1,197.0,Action,0,"Action,Drama,History",1960-10-06,Stanley Kubrick,Kirk Douglas
Lolita,Lolita,2000000,9250000.0,7250000.0,1,0,1,153.0,Drama,6,"Drama,Romance",1962-06-13,Stanley Kubrick,James Mason
Barry Lyndon,Barry Lyndon,11000000,20000000.0,9000000.0,1,0,3,184.0,Drama,6,"Drama,Romance,War",1975-12-18,Stanley Kubrick,"""Ryan ONeal"""
Vibes,Vibes,1884000,1883811.0,-189.0,0,0,1,99.0,Romance,14,"Romance,Action,Comedy",1988-08-05,Ken Kwapis,Jeff Goldblum
The Golden Child,The Golden Child,25000000,79817939.0,54817939.0,1,0,3,94.0,Action,0,"Action,Adventure,Comedy",1986-12-12,Michael Ritchie,Eddie Murphy
The Color Purple,The Color Purple,15000000,146292009.0,131292009.0,1,0,1,154.0,Drama,6,Drama,1985-12-18,Steven Spielberg,Whoopi Goldberg
Native Son,Native Son,2000000,1301121.0,-698879.0,0,0,1,111.0,Drama,6,Drama,1986-12-24,Jerrold Freedman,Victor Love
The Mission,The Mission,24500000,17218023.0,-7281977.0,0,0,4,126.0,Adventure,1,"Adventure,Drama,Action,History",1986-09-29,Roland Joffé,Robert De Niro
Little Shop of Horrors,Little Shop of Horrors,25000000,38748395.0,13748395.0,1,0,1,94.0,Horror,11,"Horror,Comedy,Music",1986-12-19,Frank Oz,Rick Moranis
Dick,Dick,13000000,27500000.0,14500000.0,1,0,2,94.0,Comedy,3,Comedy,1999-08-04,Andrew Fleming,Kirsten Dunst
The Iron Giant,The Iron Giant,70000000,23159305.0,-46840695.0,0,0,1,86.0,Adventure,1,"Adventure,Animation,Family,Fantasy,Science Fiction",1999-08-06,Brad Bird,Eli Marienthal
The Sixth Sense,The Sixth Sense,40000000,672806292.0,632806292.0,1,0,3,107.0,Mystery,13,"Mystery,Thriller,Drama",1999-08-06,M. Night Shyamalan,Bruce Willis
The Thomas Crown Affair,The Thomas Crown Affair,48000000,124305181.0,76305181.0,1,0,1,113.0,Drama,6,"Drama,Crime,Romance",1999-08-06,John McTiernan,Pierce Brosnan
Brokedown Palace,Brokedown Palace,25000000,13000000.0,-12000000.0,0,0,2,100.0,Drama,6,"Drama,Thriller",1999-08-13,Jonathan Kaplan,Claire Danes
Detroit Rock City,Detroit Rock City,6500000,4217115.0,-2282885.0,0,0,1,95.0,Comedy,3,"Comedy,Music",1999-08-13,Adam Rifkin,Giuseppe Andrews
Never Talk to Strangers,Never Talk to Strangers,6400000,6.0,-6399994.0,0,0,1,86.0,Thriller,17,"Thriller,Romance",1995-10-20,Peter Hall,Rebecca De Mornay
The Raven,The Raven,350000,1499275.0,1149275.0,1,0,1,86.0,Comedy,3,"Comedy,Fantasy,Horror",1963-01-25,Roger Corman,Vincent Price
The Pit and the Pendulum,The Pit and the Pendulum,200000,2000000.0,1800000.0,1,0,1,80.0,Fantasy,8,"Fantasy,Horror,Drama",1961-08-12,Roger Corman,Vincent Price
Damien: Omen II,Damien: Omen II,6800000,26518355.0,19718355.0,1,1,1,107.0,Action,0,"Action,Drama,Horror,Thriller",1978-06-09,Don Taylor,William Holden
Airplane!,Airplane!,3500000,83453539.0,79953539.0,1,1,1,88.0,Comedy,3,Comedy,1980-07-02,Jim Abrahams,Robert Hays
An American Werewolf in Paris,An American Werewolf in Paris,22000000,26570463.0,4570463.0,1,0,2,105.0,Horror,11,"Horror,Comedy",1997-12-25,Anthony Waller,Tom Everett Scott
National Lampoon's Vacation,National Lampoon's Vacation,15000000,61399552.0,46399552.0,1,1,1,98.0,Comedy,3,"Comedy,Adventure,Romance",1983-07-28,Harold Ramis,Chevy Chase
Big,Big,18000000,151668774.0,133668774.0,1,0,1,104.0,Fantasy,8,"Fantasy,Drama,Comedy,Romance,Family",1988-06-03,Penny Marshall,Tom Hanks
The Pelican Brief,The Pelican Brief,45000000,195268056.0,150268056.0,1,0,1,141.0,Drama,6,"Drama,Mystery,Thriller,Crime",1993-12-16,Alan J. Pakula,Julia Roberts
Teaching Mrs. Tingle,Teaching Mrs. Tingle,13000000,8946237.0,-4053763.0,0,0,2,96.0,Comedy,3,"Comedy,Thriller",1999-08-11,Kevin Williamson,Helen Mirren
Universal Soldier: The Return,Universal Soldier: The Return,45000000,10667893.0,-34332107.0,0,1,1,82.0,Action,0,"Action,Science Fiction",1999-08-05,Mic Rodgers,Jean-Claude Van Damme
In Too Deep,In Too Deep,7000000,14011454.0,7011454.0,1,0,3,97.0,Drama,6,"Drama,Action,Thriller,Crime",1999-08-25,Michael Rymer,Omar Epps
The 13th Warrior,The 13th Warrior,160000000,61698899.0,-98301101.0,0,0,2,102.0,Adventure,1,"Adventure,Fantasy,Action",1999-08-27,John McTiernan,Antonio Banderas
The Astronaut's Wife,The Astronaut's Wife,75000000,19598588.0,-55401412.0,0,0,1,109.0,Drama,6,"Drama,Science Fiction,Thriller",1999-08-26,Rand Ravich,Johnny Depp
Chill Factor,Chill Factor,70000000,11263966.0,-58736034.0,0,0,1,101.0,Action,0,"Action,Comedy,Thriller",1999-09-01,Hugh Johnson,Cuba Gooding Jr.
Outside Providence,Outside Providence,7000000,7292175.0,292175.0,1,0,1,96.0,Romance,14,"Romance,Comedy,Drama",1999-08-16,Michael Corrente,Shawn Hatosy
Stigmata,Stigmata,29000000,50041732.0,21041732.0,1,0,3,103.0,Horror,11,Horror,1999-09-10,Rupert Wainwright,Patricia Arquette
Stir of Echoes,Stir of Echoes,12000000,21133087.0,9133087.0,1,1,1,99.0,Horror,11,"Horror,Mystery,Thriller",1999-09-10,David Koepp,Kevin Bacon
A Soldier's Story,A Soldier's Story,6000000,21821347.0,15821347.0,1,0,2,101.0,Drama,6,"Drama,Mystery,War",1984-09-14,Norman Jewison,Howard Rollins
American Beauty,American Beauty,15000000,356296601.0,341296601.0,1,0,1,122.0,Drama,6,Drama,1999-09-15,Sam Mendes,Kevin Spacey
Stop Making Sense,Stop Making Sense,1200000,4978922.0,3778922.0,1,0,1,88.0,Documentary,5,"Documentary,Music",1984-11-16,Jonathan Demme,David Byrne
Blue Streak,Blue Streak,65000000,117758500.0,52758500.0,1,0,1,93.0,Action,0,"Action,Comedy,Crime",1999-09-17,Les Mayfield,Martin Lawrence
Caligula,Caligola,17500000,23438120.0,5938120.0,1,0,2,156.0,Drama,6,"Drama,History,Romance",1979-01-21,Tinto Brass,Malcolm McDowell
A Hard Day's Night,A Hard Day's Night,560000,12299668.0,11739668.0,1,0,1,88.0,Comedy,3,"Comedy,Music",1964-07-06,Richard Lester,John Lennon
The Buddy Holly Story,The Buddy Holly Story,1200000,14363400.0,13163400.0,1,0,1,113.0,Drama,6,Drama,1978-05-18,Steve Rash,Gary Busey
Fright Night,Fright Night,9000000,24922237.0,15922237.0,1,1,1,106.0,Horror,11,Horror,1985-08-02,Tom Holland,Chris Sarandon
Deliverance,Deliverance,2000000,46122355.0,44122355.0,1,0,1,109.0,Drama,6,"Drama,Adventure,Thriller",1972-07-30,John Boorman,Jon Voight
Excalibur,Excalibur,11000000,34967437.0,23967437.0,1,0,1,140.0,Fantasy,8,"Fantasy,Adventure",1981-04-10,John Boorman,Nigel Terry
Thumbelina,Thumbelina,28000000,11373501.0,-16626499.0,0,0,1,87.0,Animation,2,"Animation,Drama,Family,Fantasy",1994-03-30,Gary Goldman,Jodi Benson
Tommy,Tommy,5000000,34251525.0,29251525.0,1,0,1,111.0,Drama,6,"Drama,Music",1975-03-19,Ken Russell,Oliver Reed
Double Jeopardy,Double Jeopardy,70000000,177841558.0,107841558.0,1,0,1,105.0,Crime,4,"Crime,Drama,Mystery,Thriller",1999-09-24,Bruce Beresford,Tommy Lee Jones
Guinevere,Guinevere,2600000,614202.0,-1985798.0,0,0,1,104.0,Drama,6,"Drama,Romance",1999-09-04,Audrey Wells,Sarah Polley
Drive Me Crazy,Drive Me Crazy,8000000,22593409.0,14593409.0,1,0,1,91.0,Drama,6,"Drama,Comedy,Romance,Family",1999-10-01,John Schultz,Melissa Joan Hart
"Mystery, Alaska","Mystery, Alaska",28000000,8888143.0,-19111857.0,0,0,1,119.0,Drama,6,"Drama,Comedy",1999-10-01,Jay Roach,Russell Crowe
Three Kings,Three Kings,75000000,108000000.0,33000000.0,1,0,2,114.0,Action,0,"Action,Adventure,Comedy",1999-09-27,David O. Russell,George Clooney
"Happy, Texas","Happy, Texas",1700000,1943649.0,243649.0,1,0,1,98.0,Comedy,3,"Comedy,Crime",1999-12-03,Mark Illsley,Steve Zahn
The Dark Half,The Dark Half,15000000,10611160.0,-4388840.0,0,0,1,122.0,Mystery,13,"Mystery,Horror",1993-04-23,George A. Romero,Timothy Hutton
Monkey Shines,Monkey Shines,7000000,5344577.0,-1655423.0,0,0,1,113.0,Thriller,17,"Thriller,Drama,Horror,Science Fiction",1988-07-29,George A. Romero,Jason Beghe
Phantasm,Phantasm,300000,11988469.0,11688469.0,1,1,1,89.0,Horror,11,"Horror,Science Fiction",1979-03-28,Don Coscarelli,Angus Scrimm
Psycho II,Psycho II,5000000,34725000.0,29725000.0,1,1,1,113.0,Horror,11,"Horror,Mystery,Thriller",1983-06-03,Richard Franklin,Anthony Perkins
Random Hearts,Random Hearts,64000000,74608570.0,10608570.0,1,0,1,133.0,Drama,6,"Drama,Romance",1999-10-08,Sydney Pollack,Harrison Ford
Boys Don't Cry,Boys Don't Cry,2000000,11540607.0,9540607.0,1,0,1,118.0,Crime,4,"Crime,Drama",1999-09-02,Kimberly Peirce,Hilary Swank
The Limey,The Limey,10000000,3193102.0,-6806898.0,0,0,2,89.0,Action,0,"Action,Crime,Drama,Mystery,Thriller",1999-05-15,Steven Soderbergh,Terence Stamp
Risky Business,Risky Business,6200000,63541777.0,57341777.0,1,0,2,98.0,Comedy,3,"Comedy,Romance",1983-08-05,Paul Brickman,Tom Cruise
Total Recall,Total Recall,65000000,261317921.0,196317921.0,1,0,1,113.0,Action,0,"Action,Adventure,Science Fiction",1990-06-01,Paul Verhoeven,Arnold Schwarzenegger
Ferris Bueller's Day Off,Ferris Bueller's Day Off,6000000,70136369.0,64136369.0,1,0,1,103.0,Comedy,3,Comedy,1986-06-11,John Hughes,Matthew Broderick
The Year of Living Dangerously,The Year of Living Dangerously,6000000,1317657.0,-4682343.0,0,0,1,115.0,War,18,"War,Drama,Romance",1982-12-17,Peter Weir,Mel Gibson
High Plains Drifter,High Plains Drifter,5500000,15700000.0,10200000.0,1,0,1,105.0,Western,19,Western,1973-04-19,Clint Eastwood,Clint Eastwood
Hang 'em High,Hang 'em High,1800000,6800000.0,5000000.0,1,0,1,114.0,Western,19,Western,1968-07-31,Ted Post,Clint Eastwood
Reds,Reds,32000000,40382659.0,8382659.0,1,0,5,195.0,Drama,6,"Drama,History",1981-12-25,Warren Beatty,Warren Beatty
Niagara,Niagara,1250000,8500000.0,7250000.0,1,0,1,92.0,Crime,4,"Crime,Drama,Thriller",1953-01-26,Henry Hathaway,Marilyn Monroe
South Pacific,South Pacific,6000000,36800000.0,30800000.0,1,0,2,157.0,Music,12,"Music,Romance,War",1958-03-18,Joshua Logan,Rossano Brazzi
Flashdance,Flashdance,4000000,92921203.0,88921203.0,1,0,2,95.0,Drama,6,"Drama,Music,Romance",1983-04-14,Adrian Lyne,Jennifer Beals
The Dirty Dozen,The Dirty Dozen,5400000,45300000.0,39900000.0,1,1,5,150.0,Action,0,"Action,Adventure,War",1967-06-15,Robert Aldrich,Lee Marvin
Goldfinger,Goldfinger,2500000,124881062.0,122381062.0,1,1,3,110.0,Adventure,1,"Adventure,Action,Thriller",1964-09-17,Guy Hamilton,Sean Connery
From Russia with Love,From Russia with Love,2000000,78898765.0,76898765.0,1,1,4,115.0,Action,0,"Action,Thriller,Adventure",1963-10-11,Terence Young,Sean Connery
Dr. No,Dr. No,950000,59600000.0,58650000.0,1,1,2,110.0,Adventure,1,"Adventure,Action,Thriller",1962-10-04,Terence Young,Sean Connery
The Blue Lagoon,The Blue Lagoon,4500000,58853106.0,54353106.0,1,1,1,104.0,Romance,14,"Romance,Adventure,Drama",1980-07-05,Randal Kleiser,Brooke Shields
A Fistful of Dollars,Per un pugno di dollari,200000,14500000.0,14300000.0,1,1,2,99.0,Western,19,Western,1964-09-12,Sergio Leone,Clint Eastwood
Hard Eight,Hard Eight,3000000,222559.0,-2777441.0,0,0,1,96.0,Drama,6,"Drama,Thriller",1996-02-28,Paul Thomas Anderson,Philip Baker Hall
Home Alone 2: Lost in New York,Home Alone 2: Lost in New York,18000000,358991681.0,340991681.0,1,1,2,120.0,Comedy,3,"Comedy,Family,Adventure,Crime",1992-11-19,Chris Columbus,Macaulay Culkin
Someone to Watch Over Me,Someone to Watch Over Me,17000000,10278549.0,-6721451.0,0,0,1,106.0,Crime,4,"Crime,Drama,Romance,Thriller",1987-10-09,Ridley Scott,Tom Berenger
Sparrows,Sparrows,463455,966878.0,503423.0,1,0,1,84.0,Drama,6,Drama,1926-05-14,William Beaudine,Mary Pickford
Naturally Native,Naturally Native,700000,10508.0,-689492.0,0,0,1,107.0,Drama,6,Drama,1999-10-08,Jennifer Wynne Farmer,Valerie Red-Horse
Fight Club,Fight Club,63000000,100853753.0,37853753.0,1,0,1,139.0,Drama,6,Drama,1999-10-15,David Fincher,Edward Norton
The Story of Us,The Story of Us,50000000,58900031.0,8900031.0,1,0,2,95.0,Comedy,3,"Comedy,Drama,Romance",1999-10-13,Rob Reiner,Bruce Willis
Time Bandits,Time Bandits,5000000,42365581.0,37365581.0,1,0,1,116.0,Family,7,"Family,Fantasy,Science Fiction,Adventure,Comedy",1981-07-13,Terry Gilliam,Sean Connery
Crimes and Misdemeanors,Crimes and Misdemeanors,19000000,18254702.0,-745298.0,0,0,1,104.0,Comedy,3,"Comedy,Drama",1989-10-13,Woody Allen,Woody Allen
The Best Man,The Best Man,9000000,34573780.0,25573780.0,1,1,1,120.0,Drama,6,"Drama,Comedy",1999-10-22,Malcolm D. Lee,Nia Long
RoboCop,RoboCop,13000000,53000000.0,40000000.0,1,1,1,102.0,Action,0,"Action,Thriller,Science Fiction",1987-07-17,Paul Verhoeven,Peter Weller
RoboCop 2,RoboCop 2,35000000,45681173.0,10681173.0,1,1,1,117.0,Action,0,"Action,Adventure,Crime,Science Fiction,Thriller",1990-06-22,Irvin Kershner,Peter Weller
Who Framed Roger Rabbit,Who Framed Roger Rabbit,70000000,329803958.0,259803958.0,1,0,1,104.0,Fantasy,8,"Fantasy,Animation,Comedy,Crime,Family",1988-06-21,Robert Zemeckis,Bob Hoskins
For Your Eyes Only,For Your Eyes Only,28000000,195312802.0,167312802.0,1,1,3,127.0,Adventure,1,"Adventure,Action,Thriller",1981-06-23,John Glen,Roger Moore
Licence to Kill,Licence to Kill,32000000,156167015.0,124167015.0,1,1,2,133.0,Adventure,1,"Adventure,Action,Thriller",1989-07-07,John Glen,Timothy Dalton
Live and Let Die,Live and Let Die,7000000,161777836.0,154777836.0,1,1,2,121.0,Adventure,1,"Adventure,Action,Thriller",1973-07-05,Guy Hamilton,Roger Moore
Thunderball,Thunderball,5500000,141195658.0,135695658.0,1,1,2,130.0,Adventure,1,"Adventure,Action,Thriller",1965-12-16,Terence Young,Sean Connery
House on Haunted Hill,House on Haunted Hill,19000000,40846082.0,21846082.0,1,1,1,93.0,Horror,11,"Horror,Mystery,Thriller",1999-10-29,William Malone,Geoffrey Rush
Music of the Heart,Music of the Heart,27000000,14859394.0,-12140606.0,0,0,2,124.0,Drama,6,Drama,1999-10-29,Wes Craven,Meryl Streep
Being John Malkovich,Being John Malkovich,13000000,22863596.0,9863596.0,1,0,2,112.0,Fantasy,8,"Fantasy,Drama,Comedy",1999-09-30,Spike Jonze,John Cusack
Dreaming of Joseph Lees,Dreaming of Joseph Lees,2000000,7.0,-1999993.0,0,0,1,92.0,Romance,14,"Romance,Drama",1999-10-29,Eric Styles,Rupert Graves
Princess Mononoke,もののけ姫,26500000,159375308.0,132875308.0,1,0,1,134.0,Adventure,1,"Adventure,Fantasy,Animation",1997-07-12,Hayao Miyazaki,Yōji Matsuda
The Bachelor,The Bachelor,51000000,36911617.0,-14088383.0,0,0,1,101.0,Comedy,3,Comedy,1999-11-05,Gary Sinyor,"""Chris ODonnell"""
The Bone Collector,The Bone Collector,73000000,151493655.0,78493655.0,1,0,1,118.0,Drama,6,"Drama,Mystery,Thriller,Crime",1999-11-04,Phillip Noyce,Denzel Washington
The Insider,The Insider,90000000,60289912.0,-29710088.0,0,0,4,157.0,Drama,6,"Drama,Thriller",1999-10-28,Michael Mann,Al Pacino
Creepshow,Creepshow,8000000,21028755.0,13028755.0,1,1,2,120.0,Horror,11,"Horror,Comedy,Fantasy",1982-11-12,George A. Romero,Hal Holbrook
Creepshow 2,Creepshow 2,3500000,14000000.0,10500000.0,1,1,1,92.0,Horror,11,Horror,1987-05-01,Michael Gornick,George Kennedy
Re-Animator,Re-Animator,900000,2023414.0,1123414.0,1,1,2,86.0,Science Fiction,15,"Science Fiction,Comedy,Horror",1985-10-18,Stuart Gordon,Jeffrey Combs
Drugstore Cowboy,Drugstore Cowboy,2500000,4729352.0,2229352.0,1,0,1,100.0,Crime,4,"Crime,Drama",1989-09-09,Gus Van Sant,Matt Dillon
Falling Down,Falling Down,25000000,40903593.0,15903593.0,1,0,3,113.0,Crime,4,"Crime,Drama,Thriller",1993-02-26,Joel Schumacher,Michael Douglas
My Best Girl,My Best Girl,483103,1027757.0,544654.0,1,0,1,80.0,Drama,6,"Drama,Comedy,Romance",1927-10-31,Sam Taylor,Mary Pickford
Nighthawks,Nighthawks,5000000,19905359.0,14905359.0,1,0,2,99.0,Action,0,"Action,Crime,Thriller",1981-03-17,Bruce Malmuth,Sylvester Stallone
Spaceballs,Spaceballs,22700000,38119483.0,15419483.0,1,0,1,96.0,Comedy,3,"Comedy,Science Fiction",1987-06-24,Mel Brooks,Mel Brooks
Robin Hood,Robin Hood,15000000,32056467.0,17056467.0,1,0,1,83.0,Animation,2,"Animation,Family",1973-11-08,Wolfgang Reitherman,Brian Bedford
Quest for Fire,La Guerre du feu,12000000,55260558.0,43260558.0,1,0,1,100.0,Adventure,1,"Adventure,Drama",1981-12-15,Jean-Jacques Annaud,Everett McGill
Little Big Man,Little Big Man,15000000,31559552.0,16559552.0,1,0,1,139.0,Adventure,1,"Adventure,Western,History",1970-12-14,Arthur Penn,Dustin Hoffman
