title,original_title,budget,revenue,profit,success,belongs_to_collection,count_language,runtime,genre,genre_encode,genres,release_date,director,actors,actorAwardNominations,actorAwardWins,actorMovies,directorAwardNominations,directorAwardWins,directorMovies
Last Tango in Paris,Ultimo tango a Parigi,1250000,36144000.0,34894000.0,1,0,2,129.0,Drama,6,"Drama,Romance",1972-10-14,Bernardo Bertolucci,Marlon Brando,35,30,46,34,49,25
Mr. Destiny,Mr. Destiny,20000000,15379253.0,-4620747.0,0,0,2,110.0,Fantasy,8,"Fantasy,Comedy,Science Fiction,Romance",1990-10-12,James Orr,Jim Belushi,2,2,153,0,0,1
Over the Top,Over the Top,25000000,16057580.0,-8942420.0,0,0,1,93.0,Action,0,"Action,Drama",1987-02-13,Menahem Golan,Sylvester Stallone,65,59,83,9,4,47
Passenger 57,Passenger 57,15000000,44065653.0,29065653.0,1,0,1,84.0,Action,0,"Action,Adventure,Thriller",1992-11-05,Kevin Hooks,Wesley Snipes,12,9,65,14,2,90
Presumed Innocent,Presumed Innocent,22000000,221303188.0,199303188.0,1,0,1,127.0,Drama,6,"Drama,Thriller,Crime,Mystery",1990-07-26,Alan J. Pakula,Harrison Ford,40,41,80,12,14,16
Project X,Project X,18000000,18532286.0,532286.0,1,0,1,108.0,Drama,6,Drama,1987-04-17,Jonathan Kaplan,Matthew Broderick,15,4,77,8,5,38
Pure Luck,Pure Luck,17010000,24941969.0,7931969.0,1,0,1,96.0,Comedy,3,"Comedy,Crime,Mystery",1991-08-09,Nadia Tass,Martin Short,43,11,98,3,10,16
Battle Royale,バトル・ロワイアル,4500000,25000000.0,20500000.0,1,1,1,114.0,Drama,6,"Drama,Thriller,Adventure",2000-12-16,Kinji Fukasaku,Takeshi Kitano,39,50,67,12,24,68
The Wedding Banquet,喜宴,1000000,6933459.0,5933459.0,1,0,2,109.0,Comedy,3,"Comedy,Drama,Romance",1993-08-04,Ang Lee,Kuei Ya-Lei,0,0,1,96,103,18
Radio Flyer,Radio Flyer,35000000,4651977.0,-30348023.0,0,0,1,114.0,Drama,6,Drama,1992-02-21,Richard Donner,Elijah Wood,44,26,104,7,9,80
The Secret of My Success,The Secret of My Success,12000000,110996879.0,98996879.0,1,0,1,111.0,Comedy,3,Comedy,1987-04-10,Herbert Ross,Michael J. Fox,63,31,71,5,7,25
Streets of Fire,Streets of Fire,14500000,8089290.0,-6410710.0,0,0,1,93.0,Action,0,"Action,Thriller,Music",1984-06-01,Walter Hill,Michael Paré,1,6,153,16,14,25
Vivre Sa Vie,Vivre sa vie: film en douze tableaux,64000,24517.0,-39483.0,0,0,1,85.0,Drama,6,Drama,1962-09-20,Jean-Luc Godard,Anna Karina,1,4,83,47,40,127
Wild at Heart,Wild at Heart,9500000,14560247.0,5060247.0,1,0,1,124.0,Comedy,3,"Comedy,Crime,Thriller",1990-05-01,David Lynch,Nicolas Cage,65,45,97,70,56,81
Year of the Dragon,Year of the Dragon,24000000,18707466.0,-5292534.0,0,0,1,134.0,Action,0,"Action,Crime,Drama,Thriller",1985-08-16,Michael Cimino,Mickey Rourke,38,39,85,14,14,8
Mary of Scotland,Mary of Scotland,864000,1276000.0,412000.0,1,0,1,123.0,Drama,6,"Drama,History",1936-08-28,John Ford,Katharine Hepburn,40,28,53,22,32,147
Swing Time,Swing Time,886000,2600000.0,1714000.0,1,0,1,103.0,Comedy,3,"Comedy,Music,Romance",1936-08-27,George Stevens,Fred Astaire,7,19,50,28,12,59
Birdman of Alcatraz,Birdman of Alcatraz,2650000,3100000.0,450000.0,1,0,1,147.0,Drama,6,Drama,1962-07-03,John Frankenheimer,Burt Lancaster,22,25,87,40,20,52
The Birth of a Nation,The Birth of a Nation,100000,11000000.0,10900000.0,1,0,1,193.0,Drama,6,"Drama,History,War",1915-02-08,D.W. Griffith,Lillian Gish,3,11,122,4,4,519
Red River,Red River,3000000,9012000.0,6012000.0,1,0,4,133.0,Western,19,Western,1948-08-26,Howard Hawks,John Wayne,18,26,178,8,5,47
Stagecoach,Stagecoach,531374,1103757.0,572383.0,1,0,1,96.0,Adventure,1,"Adventure,Western",1939-03-02,John Ford,Claire Trevor,5,4,87,22,32,147
Bullitt,Bullitt,5500000,42300873.0,36800873.0,1,0,1,113.0,Action,0,"Action,Crime,Drama,Thriller",1968-10-17,Peter Yates,Steve McQueen,88,84,5,14,9,28
42nd Street,42nd Street,439000,2281000.0,1842000.0,1,0,1,89.0,Music,12,"Music,Comedy,Romance",1933-02-02,Lloyd Bacon,Warner Baxter,2,2,108,2,1,130
I'm No Angel,I'm No Angel,225000,2850000.0,2625000.0,1,0,1,87.0,Comedy,3,"Comedy,Romance",1933-10-06,Wesley Ruggles,Mae West,2,2,13,2,2,83
A Passage to India,A Passage to India,8000000,27187653.0,19187653.0,1,0,2,163.0,Drama,6,"Drama,Adventure,History",1984-12-14,David Lean,Judy Davis,53,48,65,33,30,19
Hero,英雄,31000000,177394432.0,146394432.0,1,0,1,99.0,Drama,6,"Drama,Adventure,Action,History",2002-12-19,Zhang Yimou,Jet Li,15,4,51,51,66,32
Anna Karenina,Anna Karenina,1152000,1439000.0,287000.0,1,0,1,95.0,Drama,6,"Drama,Romance",1935-08-30,Clarence Brown,Greta Garbo,6,14,32,8,8,53
Nausicaä of the Valley of the Wind,風の谷のナウシカ,1000000,3301446.0,2301446.0,1,0,1,117.0,Adventure,1,"Adventure,Animation,Fantasy",1984-03-11,Hayao Miyazaki,Sumi Shimamoto,0,0,98,46,76,29
Dragnet,Dragnet,20000000,66673516.0,46673516.0,1,0,1,106.0,Action,0,"Action,Comedy,Crime",1987-06-25,Tom Mankiewicz,Dan Aykroyd,15,4,105,1,0,6
1941,1941,35000000,31755742.0,-3244258.0,0,0,3,113.0,Action,0,"Action,Comedy",1979-12-13,Steven Spielberg,Dan Aykroyd,15,4,105,200,190,58
Leprechaun,Leprechaun,900000,8556940.0,7656940.0,1,1,2,92.0,Comedy,3,"Comedy,Horror,Thriller",1993-01-08,Mark Jones,Warwick Davis,4,0,83,0,0,1
Run,Run,16000000,4409328.0,-11590672.0,0,0,1,91.0,Action,0,"Action,Thriller,Drama",1991-02-01,Geoff Burrowes,Patrick Dempsey,21,10,68,0,0,2
Honey,Honey,18000000,62646763.0,44646763.0,1,1,1,94.0,Romance,14,"Romance,Music,Family",2003-11-24,Bille Woodruff,Jessica Alba,40,16,62,4,0,67
The Last Samurai,The Last Samurai,140000000,456758981.0,316758981.0,1,0,2,154.0,Drama,6,"Drama,Action,War,History",2003-12-05,Edward Zwick,Tom Cruise,80,54,46,22,23,25
Big Fish,Big Fish,70000000,122919055.0,52919055.0,1,0,1,125.0,Adventure,1,"Adventure,Fantasy,Drama",2003-12-25,Tim Burton,Ewan McGregor,48,29,83,72,23,38
Something's Gotta Give,Something's Gotta Give,80000000,266728738.0,186728738.0,1,0,2,128.0,Drama,6,"Drama,Comedy,Romance",2003-12-12,Nancy Meyers,Jack Nicholson,104,87,77,5,7,7
Stuck on You,Stuck on You,55000000,33828318.0,-21171682.0,0,0,1,118.0,Comedy,3,Comedy,2003-12-10,Bobby Farrelly,Matt Damon,142,36,81,4,3,18
The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,94000000,1118888979.0,1024888979.0,1,1,1,201.0,Adventure,1,"Adventure,Fantasy,Action",2003-12-01,Peter Jackson,Elijah Wood,44,26,104,134,137,21
Calendar Girls,Calendar Girls,10000000,96542059.0,86542059.0,1,0,1,108.0,Comedy,3,Comedy,2003-09-02,Nigel Cole,Helen Mirren,125,123,131,2,2,16
House of Sand and Fog,House of Sand and Fog,16500000,16942795.0,442795.0,1,0,2,126.0,Drama,6,Drama,2003-12-19,Vadim Perelman,Jennifer Connelly,26,15,53,10,5,7
Monster,Monster,8000000,60378584.0,52378584.0,1,0,1,110.0,Crime,4,"Crime,Drama",2003-11-16,Patty Jenkins,Charlize Theron,103,59,59,14,12,13
Cheaper by the Dozen,Cheaper by the Dozen,40000000,190212113.0,150212113.0,1,1,1,98.0,Comedy,3,Comedy,2003-12-24,Shawn Levy,Steve Martin,43,28,64,11,5,41
Cold Mountain,Cold Mountain,79000000,173013509.0,94013509.0,1,0,1,154.0,Drama,6,Drama,2003-12-24,Anthony Minghella,Jude Law,59,19,72,57,31,9
Paycheck,Paycheck,60000000,96269812.0,36269812.0,1,0,1,119.0,Action,0,"Action,Adventure,Mystery,Science Fiction,Thriller",2003-12-25,John Woo,Ben Affleck,110,73,70,15,19,44
Peter Pan,Peter Pan,100000000,121975011.0,21975011.0,1,0,1,113.0,Adventure,1,"Adventure,Fantasy,Family",2003-12-25,P.J. Hogan,Jeremy Sumpter,4,3,33,5,4,12
The Company,The Company,15000000,2281585.0,-12718415.0,0,0,1,112.0,Drama,6,Drama,2003-09-10,Robert Altman,Neve Campbell,11,6,60,75,72,89
Chasing Liberty,Chasing Liberty,23000000,12.0,-22999988.0,0,0,6,111.0,Comedy,3,"Comedy,Romance",2004-01-09,Andy Cadiff,Mandy Moore,19,9,72,1,1,72
Along Came Polly,Along Came Polly,42000000,171963386.0,129963386.0,1,0,1,90.0,Comedy,3,"Comedy,Romance",2004-01-16,John Hamburg,Ben Stiller,59,13,125,1,0,12
Torque,Torque,40000000,46546197.0,6546197.0,1,0,1,84.0,Action,0,Action,2004-01-16,Joseph Kahn,Martin Henderson,5,0,41,13,9,107
The Great Gatsby,The Great Gatsby,6500000,26533200.0,20033200.0,1,0,1,144.0,Drama,6,"Drama,Romance",1974-03-27,Jack Clayton,Robert Redford,50,40,79,10,4,10
"Car 54, Where Are You?","Car 54, Where Are You?",10700000,1238080.0,-9461920.0,0,0,1,89.0,Action,0,"Action,Comedy",1994-01-28,Bill Fishman,David Johansen,1,0,43,1,1,18
Only the Strong,Only the Strong,6000000,3283371.0,-2716629.0,0,0,1,99.0,Action,0,Action,1993-08-27,Sheldon Lettich,Mark Dacascos,1,0,79,1,1,8
The Adventures of Ford Fairlane,The Adventures of Ford Fairlane,49000000,20423389.0,-28576611.0,0,0,1,104.0,Action,0,"Action,Comedy,Thriller,Crime,Mystery",1990-07-11,Renny Harlin,Andrew Dice Clay,4,1,39,12,3,32
The Pick-up Artist,The Pick-up Artist,15000000,13290368.0,-1709632.0,0,0,1,81.0,Romance,14,"Romance,Comedy,Crime,Drama",1987-09-18,James Toback,Molly Ringwald,7,4,64,10,4,12
Cool World,Cool World,30000000,14110589.0,-15889411.0,0,0,2,102.0,Animation,2,"Animation,Comedy,Fantasy",1992-07-10,Ralph Bakshi,Kim Basinger,25,14,56,3,3,65
Money for Nothing,Money for Nothing,11000000,1044824.0,-9955176.0,0,0,1,100.0,Drama,6,"Drama,Action,Comedy,Thriller,Crime",1993-09-10,Ramón Menéndez,John Cusack,20,8,85,2,2,5
The Butterfly Effect,The Butterfly Effect,13000000,96060858.0,83060858.0,1,1,1,113.0,Science Fiction,15,"Science Fiction,Thriller",2004-01-22,Eric Bress,Ashton Kutcher,40,18,36,1,2,2
Win a Date with Tad Hamilton!,Win a Date with Tad Hamilton!,17000000,16980098.0,-19902.0,0,0,1,95.0,Comedy,3,"Comedy,Romance",2004-01-23,Robert Luketic,Josh Duhamel,17,1,46,4,4,11
The Big Bounce,The Big Bounce,50000000,6808550.0,-43191450.0,0,0,1,88.0,Comedy,3,"Comedy,Crime",2004-01-30,George Armitage,Owen Wilson,49,15,74,2,2,7
Latter Days,Latter Days,850000,819939.0,-30061.0,0,0,1,107.0,Drama,6,"Drama,Comedy,Romance",2003-07-10,C. Jay Cox,Steve Sandvoss,0,0,19,3,3,6
Barbershop 2:  Back in Business,Barbershop 2:  Back in Business,18000000,65070412.0,47070412.0,1,1,1,106.0,Comedy,3,"Comedy,Drama",2004-01-20,Kevin Rodney Sullivan,Ice Cube,25,9,62,5,3,36
Catch That Kid,Catch That Kid,18000000,16702864.0,-1297136.0,0,0,1,92.0,Family,7,"Family,Action,Adventure",2004-02-06,Bart Freundlich,Kristen Stewart,67,48,54,4,1,15
Miracle,Miracle,28000000,64445708.0,36445708.0,1,0,1,135.0,Drama,6,"Drama,History",2004-02-06,"""Gavin OConnor""",Kurt Russell,13,7,99,3,4,20
The Dreamers,The Dreamers,15000000,15121165.0,121165.0,1,0,2,115.0,Drama,6,"Drama,Romance",2003-09-01,Bernardo Bertolucci,Michael Pitt,7,3,44,34,49,25
Let's Do It Again,Let's Do It Again,70000,11800000.0,11730000.0,1,0,1,110.0,Comedy,3,"Comedy,Action,Crime",1975-10-11,Sidney Poitier,Sidney Poitier,42,27,55,42,27,9
Thirteen,Thirteen,2000000,4601043.0,2601043.0,1,0,3,100.0,Crime,4,"Crime,Drama",2003-08-20,Catherine Hardwicke,Evan Rachel Wood,42,18,56,13,10,18
Foolish Wives,Foolish Wives,1100000,400200.0,-699800.0,0,0,1,117.0,Drama,6,Drama,1922-01-11,Erich von Stroheim,Rudolph Christians,0,0,10,2,4,12
Best Defense,Best Defense,18000000,19265302.0,1265302.0,1,0,1,94.0,Action,0,"Action,Comedy",1984-07-20,Willard Huyck,Dudley Moore,8,5,47,4,4,4
50 First Dates,50 First Dates,75000000,196482882.0,121482882.0,1,0,1,99.0,Comedy,3,"Comedy,Romance",2004-02-13,Peter Segal,Adam Sandler,77,54,74,1,0,27
Welcome to Mooseport,Welcome to Mooseport,30000000,14000000.0,-16000000.0,0,0,1,110.0,Comedy,3,Comedy,2004-02-24,Donald Petrie,Ray Romano,53,17,47,3,2,37
Vanishing Point,Vanishing Point,1300000,72266306.0,70966306.0,1,0,1,99.0,Action,0,"Action,Thriller,Drama",1971-01-15,Richard C. Sarafian,Barry Newman,2,1,53,1,0,62
The Thief of Bagdad,The Thief of Bagdad,1135654,1213880.0,78226.0,1,0,1,149.0,Action,0,"Action,Adventure,Drama,Family,Fantasy",1924-03-18,Raoul Walsh,Douglas Fairbanks,3,3,51,5,2,139
King Solomon's Mines,King Solomon's Mines,12500000,238227.0,-12261773.0,0,1,1,100.0,Action,0,"Action,Adventure,Comedy",1985-03-20,J. Lee Thompson,Richard Chamberlain,13,13,86,11,4,49
Raw Deal,Raw Deal,8500000,16209459.0,7709459.0,1,0,1,106.0,Action,0,"Action,Crime,Thriller",1986-06-06,John Irvin,Arnold Schwarzenegger,37,25,71,6,5,44
Against the Ropes,Against the Ropes,39000000,6614280.0,-32385720.0,0,0,1,106.0,Romance,14,"Romance,Drama",2004-02-20,Charles S. Dutton,Meg Ryan,30,15,49,28,11,7
Confessions of a Teenage Drama Queen,Confessions of a Teenage Drama Queen,15000000,29331068.0,14331068.0,1,0,1,89.0,Comedy,3,Comedy,2004-02-17,Sara Sugarman,Lindsay Lohan,36,19,54,6,6,8
EuroTrip,EuroTrip,25000000,20796847.0,-4203153.0,0,0,5,93.0,Comedy,3,Comedy,2004-02-20,Jeff Schaffer,Scott Mechlowicz,1,1,16,15,7,8
The Passion of the Christ,The Passion of the Christ,30000000,611899420.0,581899420.0,1,0,2,127.0,Drama,6,Drama,2004-02-25,Mel Gibson,Jim Caviezel,6,4,42,41,43,10
Club Dread,Club Dread,8500000,5001655.0,-3498345.0,0,0,1,104.0,Comedy,3,"Comedy,Horror",2004-02-27,Jay Chandrasekhar,Kevin Heffernan,0,0,38,6,3,53
Dirty Dancing: Havana Nights,Dirty Dancing: Havana Nights,25000000,27685016.0,2685016.0,1,1,2,86.0,Drama,6,"Drama,Romance",2004-02-27,Guy Ferland,Diego Luna,21,17,64,4,6,61
Twisted,Twisted,50000000,25195000.0,-24805000.0,0,0,3,97.0,Action,0,"Action,Adventure,Crime,Drama,Thriller",2004-02-27,Philip Kaufman,Ashley Judd,18,7,52,17,15,13
"Good bye, Lenin!","Good bye, Lenin!",4800000,79384880.0,74584880.0,1,0,1,121.0,Comedy,3,"Comedy,Drama,Romance",2003-02-09,Wolfgang Becker,Daniel Brühl,27,24,71,14,27,9
Hidalgo,Hidalgo,100000000,108103450.0,8103450.0,1,0,1,136.0,Western,19,"Western,Adventure",2004-03-05,Joe Johnston,Viggo Mortensen,93,35,57,7,2,15
Starsky & Hutch,Starsky & Hutch,60000000,170268750.0,110268750.0,1,0,2,101.0,Comedy,3,"Comedy,Crime",2004-03-05,Todd Phillips,Ben Stiller,59,13,125,4,5,15
Agent Cody Banks 2: Destination London,Agent Cody Banks 2: Destination London,26000000,28818995.0,2818995.0,1,1,1,100.0,Comedy,3,Comedy,2004-06-24,Kevin Allen,Frankie Muniz,27,13,47,3,0,9
The Girl Next Door,The Girl Next Door,25000000,30411183.0,5411183.0,1,0,1,108.0,Comedy,3,Comedy,2004-04-09,Luke Greenfield,Emile Hirsch,25,6,53,1,5,15
Secret Window,Secret Window,40000000,92913171.0,52913171.0,1,0,1,96.0,Thriller,17,"Thriller,Mystery",2004-03-12,David Koepp,Johnny Depp,143,79,91,11,3,10
Spartan,Spartan,19250000,8112712.0,-11137288.0,0,0,3,102.0,Mystery,13,"Mystery,Action,Drama,Thriller,Crime",2004-03-12,David Mamet,Val Kilmer,13,6,98,36,15,20
Clifford,Clifford,19000000,7411659.0,-11588341.0,0,0,1,89.0,Comedy,3,"Comedy,Family",1994-04-01,Paul Flaherty,Martin Short,43,11,98,19,5,11
The Wind in the Willows,The Wind in the Willows,12,1.0,-11.0,0,0,3,84.0,Fantasy,8,"Fantasy,Drama,Comedy,Family,Adventure",1996-10-16,Terry Jones,Terry Jones,5,4,53,5,4,17
Dawn of the Dead,Dawn of the Dead,28000000,102356381.0,74356381.0,1,0,2,101.0,Fantasy,8,"Fantasy,Horror,Action",2004-03-19,Zack Snyder,Sarah Polley,74,53,54,13,4,17
Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,20000000,72258126.0,52258126.0,1,0,1,108.0,Science Fiction,15,"Science Fiction,Drama,Romance",2004-03-19,Michel Gondry,Jim Carrey,96,48,62,46,28,123
Taking Lives,Taking Lives,45000000,65470529.0,20470529.0,1,0,1,103.0,Action,0,"Action,Crime,Mystery,Thriller",2004-03-19,D.J. Caruso,Angelina Jolie,111,56,54,0,0,31
Intermission,Intermission,5000000,4856298.0,-143702.0,0,0,1,105.0,Romance,14,"Romance,Action,Comedy,Crime,Mystery,Drama",2003-08-29,John Crowley,Colin Farrell,57,14,57,13,17,9
Jersey Girl,Jersey Girl,35000000,36098382.0,1098382.0,1,0,1,102.0,Comedy,3,"Comedy,Romance",2004-03-25,Kevin Smith,Ben Affleck,110,73,70,24,14,30
Never Die Alone,Never Die Alone,3000000,5923000.0,2923000.0,1,0,1,88.0,Action,0,"Action,Adventure,Crime,Drama,Thriller",2004-03-26,Ernest R. Dickerson,DMX,9,1,32,18,9,68
Dogville,Dogville,10000000,16680836.0,6680836.0,1,1,1,178.0,Crime,4,"Crime,Drama,Thriller",2003-05-19,Lars von Trier,Nicole Kidman,183,90,84,99,100,44
Hellboy,Hellboy,66000000,99318987.0,33318987.0,1,1,2,122.0,Fantasy,8,"Fantasy,Action,Science Fiction",2004-04-02,Guillermo del Toro,Ron Perlman,12,8,243,117,90,21
Home on the Range,Home on the Range,110000000,103951461.0,-6048539.0,0,0,2,76.0,Animation,2,"Animation,Family",2004-04-02,Will Finn,Roseanne Barr,38,19,30,2,0,4
Walking Tall,Walking Tall,56000000,57223890.0,1223890.0,1,1,1,86.0,Adventure,1,"Adventure,Drama,Action,Thriller",2004-04-02,Kevin Bray,Dwayne Johnson,52,12,102,1,0,84
Johnson Family Vacation,Johnson Family Vacation,12000000,31179516.0,19179516.0,1,0,1,97.0,Comedy,3,"Comedy,Family",2004-04-07,Christopher Erskin,Cedric the Entertainer,15,10,75,0,0,9
The Alamo,The Alamo,145000000,25819961.0,-119180039.0,0,0,2,137.0,Western,19,"Western,History,War",2004-04-07,John Lee Hancock,Dennis Quaid,27,13,96,5,3,9
Ella Enchanted,Ella Enchanted,31000000,27388767.0,-3611233.0,0,0,1,96.0,Family,7,"Family,Fantasy,Comedy",2004-04-09,"""Tommy OHaver""",Anne Hathaway,106,65,44,3,1,9
The Whole Ten Yards,The Whole Ten Yards,40000000,26155781.0,-13844219.0,0,1,3,98.0,Comedy,3,"Comedy,Thriller,Crime",2004-04-07,Howard Deutch,Bruce Willis,38,22,119,1,1,40
The Ten Commandments,The Ten Commandments,13000000,122700000.0,109700000.0,1,0,1,220.0,Drama,6,"Drama,History",1956-10-05,Cecil B. DeMille,Charlton Heston,20,16,128,6,15,80
Dawn of the Dead,Dawn of the Dead,650000,55000000.0,54350000.0,1,1,1,127.0,Horror,11,Horror,1978-09-02,George A. Romero,David Emge,0,0,4,6,16,21
Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,5600000,29950000.0,24350000.0,1,0,5,138.0,Action,0,"Action,Adventure,Comedy",1965-06-03,Ken Annakin,Stuart Whitman,3,4,188,3,2,54
After Hours,After Hours,4500000,10609321.0,6109321.0,1,0,1,97.0,Comedy,3,"Comedy,Thriller,Drama",1985-09-13,Martin Scorsese,Griffin Dunne,5,6,95,214,142,61
Connie and Carla,Connie and Carla,20000000,11341016.0,-8658984.0,0,0,1,98.0,Music,12,"Music,Comedy,Crime",2004-04-16,Michael Lembeck,Nia Vardalos,18,9,41,5,1,66
Kill Bill: Vol. 2,Kill Bill: Vol. 2,30000000,152159461.0,122159461.0,1,1,4,136.0,Action,0,"Action,Crime,Thriller",2004-04-16,Quentin Tarantino,Uma Thurman,65,26,64,179,139,21
The Punisher,The Punisher,33000000,54700105.0,21700105.0,1,0,1,124.0,Action,0,"Action,Crime,Drama",2004-04-15,Jonathan Hensleigh,Thomas Jane,8,6,72,2,0,3
Young Adam,Young Adam,6400000,2500000.0,-3900000.0,0,0,1,93.0,Drama,6,"Drama,Thriller,Crime,Romance",2003-09-26,David Mackenzie,Ewan McGregor,48,29,83,41,23,17
13 Going on 30,13 Going on 30,37000000,96455697.0,59455697.0,1,0,3,98.0,Comedy,3,"Comedy,Fantasy,Romance",2004-04-13,Gary Winick,Jennifer Garner,53,12,59,3,6,12
Man on Fire,Man on Fire,70000000,130293714.0,60293714.0,1,0,2,146.0,Action,0,"Action,Drama,Thriller,Crime",2004-04-23,Tony Scott,Denzel Washington,168,83,56,15,6,29
Godsend,Godsend,25000000,30114487.0,5114487.0,1,0,1,102.0,Drama,6,"Drama,Horror,Science Fiction,Thriller",2004-04-30,Nick Hamm,Greg Kinnear,20,13,69,3,3,19
Laws of Attraction,Laws of Attraction,28000000,30016165.0,2016165.0,1,0,1,90.0,Action,0,"Action,Comedy,Romance,Thriller",2004-04-04,Peter Howitt,Pierce Brosnan,22,21,85,3,6,12
Mean Girls,Mean Girls,17000000,129042871.0,112042871.0,1,1,4,97.0,Comedy,3,Comedy,2004-04-30,Mark Waters,Lindsay Lohan,36,19,54,6,1,20
Mickey,Mickey,6000000,293793.0,-5706207.0,0,0,1,90.0,Drama,6,"Drama,Family",2004-05-02,Hugh Wilson,Harry Connick Jr.,8,2,29,8,5,17
Van Helsing,Van Helsing,160000000,300257475.0,140257475.0,1,1,2,132.0,Horror,11,"Horror,Adventure,Action",2004-05-05,Stephen Sommers,Hugh Jackman,87,29,57,3,1,11
The Mudge Boy,The Mudge Boy,800000,62852.0,-737148.0,0,0,1,94.0,Drama,6,Drama,2003-01-17,Michael Burke,Emile Hirsch,25,6,53,1,7,3
Troy,Troy,175000000,497409852.0,322409852.0,1,0,1,163.0,Adventure,1,"Adventure,Drama,War",2004-05-13,Wolfgang Petersen,Brad Pitt,153,67,81,8,12,30
D-Tox,D-Tox,55000000,6416302.0,-48583698.0,0,0,1,96.0,Action,0,"Action,Thriller",2002-01-04,Jim Gillespie,Sylvester Stallone,65,59,83,1,0,13
Enemy Mine,Enemy Mine,40000000,12303411.0,-27696589.0,0,0,1,108.0,Drama,6,"Drama,Science Fiction",1985-12-12,Wolfgang Petersen,Dennis Quaid,27,13,96,8,12,30
Enter the Dragon,Enter the Dragon,850000,90000000.0,89150000.0,1,0,2,99.0,Action,0,"Action,Crime,Thriller",1973-08-17,Robert Clouse,Bruce Lee,2,2,32,3,2,23
You Only Live Twice,You Only Live Twice,9500000,111584787.0,102084787.0,1,1,3,117.0,Action,0,"Action,Thriller,Adventure",1967-06-12,Lewis Gilbert,Sean Connery,29,38,93,9,9,42
Octopussy,Octopussy,27500000,187500000.0,160000000.0,1,1,4,131.0,Adventure,1,"Adventure,Action,Thriller",1983-06-05,John Glen,Roger Moore,9,11,95,1,1,12
Never Say Never Again,Never Say Never Again,36000000,160000000.0,124000000.0,1,1,4,134.0,Adventure,1,"Adventure,Action,Thriller",1983-10-07,Irvin Kershner,Sean Connery,29,38,93,3,6,32
Desert Hearts,Desert Hearts,350000,2400000.0,2050000.0,1,0,1,96.0,Drama,6,"Drama,Romance",1985-10-01,Donna Deitch,Helen Shaver,17,8,90,3,3,43
Body Double,Body Double,10000000,8801940.0,-1198060.0,0,0,1,114.0,Crime,4,"Crime,Mystery,Horror,Thriller",1984-10-25,Brian De Palma,Craig Wasson,0,0,17,23,10,43
The Miracle Worker,The Miracle Worker,500000,2500000.0,2000000.0,1,0,1,106.0,Drama,6,Drama,1962-05-22,Arthur Penn,Anne Bancroft,39,15,86,15,15,27
Raising Cain,Raising Cain,12000000,37170057.0,25170057.0,1,0,1,91.0,Drama,6,"Drama,Horror,Thriller,Crime",1992-08-07,Brian De Palma,John Lithgow,51,28,114,23,10,43
Noises Off...,Noises Off...,12000000,2280148.0,-9719852.0,0,0,1,101.0,Comedy,3,Comedy,1992-03-20,Peter Bogdanovich,Carol Burnett,52,45,73,14,19,34
The China Syndrome,The China Syndrome,5900000,51718367.0,45818367.0,1,0,1,122.0,Thriller,17,"Thriller,Drama",1979-03-16,James Bridges,Jane Fonda,63,55,57,14,5,8
Cat People,Cat People,134000,4000000.0,3866000.0,1,1,3,73.0,Thriller,17,"Thriller,Drama,Horror",1942-12-05,Jacques Tourneur,Simone Simon,0,0,38,1,0,75
Good Guys Wear Black,Good Guys Wear Black,1000000,18300000.0,17300000.0,1,0,1,95.0,Action,0,"Action,Thriller",1978-06-01,Ted Post,Chuck Norris,1,8,42,4,3,91
On Deadly Ground,On Deadly Ground,50000000,49000000.0,-1000000.0,0,0,2,102.0,Action,0,"Action,Thriller",1994-02-18,Steven Seagal,Steven Seagal,11,1,57,11,1,1
Forever Fever,Forever Fever,1070000,570000.0,-500000.0,0,0,1,95.0,Comedy,3,"Comedy,Music,Romance,Foreign",1998-05-28,Glen Goei,Adrian Pang,1,1,45,2,0,4
Explorers,Explorers,25000000,9873044.0,-15126956.0,0,0,2,109.0,Adventure,1,"Adventure,Family,Fantasy,Romance,Science Fiction",1985-07-12,Joe Dante,Ethan Hawke,118,30,78,11,18,40
